username,waktu,teks_komentar,jumlah_likes,sumber_video,case_folding,komentar_final,bigrams
@muhammadharits2593,2 years ago,Klo Veloz itu TNGA atau dnga ??,2,https://youtube.com/watch?v=qWbTS6lwOnQ,klo veloz itu tnga atau dnga ??,"['kalau', 'veloz', 'tnga', 'dnga']","[('kalau', 'veloz'), ('veloz', 'tnga'), ('tnga', 'dnga')]"
@muhammadharits2593,2 years ago,Mesin gak berubah tenaganya 😂😂,1,https://youtube.com/watch?v=qWbTS6lwOnQ,mesin gak berubah tenaganya 😂😂,"['mesin', 'ubah', 'tenaga']","[('mesin', 'ubah'), ('ubah', 'tenaga')]"
@muhammadharits2593,2 years ago,Vios aja dikasih adaptive CC ....kok Veloz malah gak dikasih 😂😂😂,7,https://youtube.com/watch?v=qWbTS6lwOnQ,vios aja dikasih adaptive cc ....kok veloz malah gak dikasih 😂😂😂,"['vios', 'kasih', 'adaptive', 'veloz', 'malah', 'kasih']","[('vios', 'kasih'), ('kasih', 'adaptive'), ('adaptive', 'veloz'), ('veloz', 'malah'), ('malah', 'kasih')]"
@akhdamamjadi8437,2 years ago,"dari awal sampe akhir./reviewer selalu ada """"eeu euu euu""",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"dari awal sampe akhir./reviewer selalu ada """"eeu euu euu""","['awal', 'sampe', 'akhir', 'reviewer', 'selalu', 'eeu', 'euu', 'euu']","[('awal', 'sampe'), ('sampe', 'akhir'), ('akhir', 'reviewer'), ('reviewer', 'selalu'), ('selalu', 'eeu'), ('eeu', 'euu'), ('euu', 'euu')]"
@basoboom9001,2 years ago,baguuszz,0,https://youtube.com/watch?v=qWbTS6lwOnQ,baguuszz,['baguuszz'],[]
@KickOffShortsid,2 years ago,"Next nya jadi taksi, pasti blue bird group melirik Vios ini. 😂",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"next nya jadi taksi, pasti blue bird group melirik vios ini. 😂","['next', 'jadi', 'taksi', 'blue', 'bird', 'group', 'lirik', 'vios']","[('next', 'jadi'), ('jadi', 'taksi'), ('taksi', 'blue'), ('blue', 'bird'), ('bird', 'group'), ('group', 'lirik'), ('lirik', 'vios')]"
@ubayatachi8055,2 years ago,kuku anda mengalihkan pandangan saiya hahahaa😆✌,1,https://youtube.com/watch?v=qWbTS6lwOnQ,kuku anda mengalihkan pandangan saiya hahahaa😆✌,"['kuku', 'alih', 'pandang', 'saiya', 'hahahaa']","[('kuku', 'alih'), ('alih', 'pandang'), ('pandang', 'saiya'), ('saiya', 'hahahaa')]"
@sanjoyopurnomo6096,2 years ago,bener,0,https://youtube.com/watch?v=qWbTS6lwOnQ,bener,['bener'],[]
@lucky889s9,2 years ago,"Mending mazda 2 jauhlah NVH juga. Built quality sama material juga jauh. Ini masih murahan interiornya, fitur juga ngepas abis khas astra yang belum tobat juga",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"mending mazda 2 jauhlah nvh juga. built quality sama material juga jauh. ini masih murahan interiornya, fitur juga ngepas abis khas astra yang belum tobat juga","['mending', 'mazda', 'jauh', 'nvh', 'built', 'quality', 'sama', 'material', 'jauh', 'murah', 'interior', 'fitur', 'ngepas', 'abis', 'khas', 'astra', 'tobat']","[('mending', 'mazda'), ('mazda', 'jauh'), ('jauh', 'nvh'), ('nvh', 'built'), ('built', 'quality'), ('quality', 'sama'), ('sama', 'material'), ('material', 'jauh'), ('jauh', 'murah'), ('murah', 'interior'), ('interior', 'fitur'), ('fitur', 'ngepas'), ('ngepas', 'abis'), ('abis', 'khas'), ('khas', 'astra'), ('astra', 'tobat')]"
@sanjoyopurnomo6096,2 years ago,hahahaha kenapa emang bro?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,hahahaha kenapa emang bro?,"['hahahaha', 'emang', 'bro']","[('hahahaha', 'emang'), ('emang', 'bro')]"
@sanjoyopurnomo6096,2 years ago,hahahahhaa,0,https://youtube.com/watch?v=qWbTS6lwOnQ,hahahahhaa,['hahahahhaa'],[]
@jefridwiantoro6144,2 years ago,Jangan lupa MG 5 GT,0,https://youtube.com/watch?v=qWbTS6lwOnQ,jangan lupa mg 5 gt,"['jangan', 'lupa']","[('jangan', 'lupa')]"
@artisto0,2 years ago,DNGA,1,https://youtube.com/watch?v=qWbTS6lwOnQ,dnga,['dnga'],[]
@lucky889s9,2 years ago,Mesin daihatsu juga... Sama kayak avxenvel,1,https://youtube.com/watch?v=qWbTS6lwOnQ,mesin daihatsu juga... sama kayak avxenvel,"['mesin', 'daihatsu', 'sama', 'kayak', 'avxenvel']","[('mesin', 'daihatsu'), ('daihatsu', 'sama'), ('sama', 'kayak'), ('kayak', 'avxenvel')]"
@sanjoyopurnomo6096,2 years ago,mobil untuk yg cari irit,0,https://youtube.com/watch?v=qWbTS6lwOnQ,mobil untuk yg cari irit,"['mobil', 'cari', 'irit']","[('mobil', 'cari'), ('cari', 'irit')]"
@Jason-hr3lx,2 years ago,makin mahal ntar,1,https://youtube.com/watch?v=qWbTS6lwOnQ,makin mahal ntar,"['makin', 'mahal', 'ntar']","[('makin', 'mahal'), ('mahal', 'ntar')]"
@inahsupinag347,2 years ago,emang gitu teknik marketing nya bambang..,1,https://youtube.com/watch?v=qWbTS6lwOnQ,emang gitu teknik marketing nya bambang..,"['emang', 'gitu', 'teknik', 'marketing', 'bambang']","[('emang', 'gitu'), ('gitu', 'teknik'), ('teknik', 'marketing'), ('marketing', 'bambang')]"
@lucky889s9,2 years ago,Nanti gak laku. Raize aja ada ACC kok,1,https://youtube.com/watch?v=qWbTS6lwOnQ,nanti gak laku. raize aja ada acc kok,"['laku', 'raize', 'acc']","[('laku', 'raize'), ('raize', 'acc')]"
@rickykurniawann,2 years ago,kelasnya tinggian vios woy,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kelasnya tinggian vios woy,"['kelas', 'tinggi', 'vios', 'woy']","[('kelas', 'tinggi'), ('tinggi', 'vios'), ('vios', 'woy')]"
@ataraxiavlog3112,2 years ago,"lbh ke mobilio sama avanza bang skrng
udaj gak ada vios jadi limi skrng",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"lbh ke mobilio sama avanza bang skrng
udaj gak ada vios jadi limi skrng","['lbh', 'mobilio', 'sama', 'avanza', 'bang', 'skrng', 'udaj', 'vios', 'jadi', 'limi', 'skrng']","[('lbh', 'mobilio'), ('mobilio', 'sama'), ('sama', 'avanza'), ('avanza', 'bang'), ('bang', 'skrng'), ('skrng', 'udaj'), ('udaj', 'vios'), ('vios', 'jadi'), ('jadi', 'limi'), ('limi', 'skrng')]"
@lelapuspitasari9098,2 years ago,hal pertama jika gua jadi beli ni mobil adalah mencopot tulisan VIOS ganti tulisan corola altis,1,https://youtube.com/watch?v=qWbTS6lwOnQ,hal pertama jika gua jadi beli ni mobil adalah mencopot tulisan vios ganti tulisan corola altis,"['pertama', 'gua', 'jadi', 'beli', 'mobil', 'copot', 'tulis', 'vios', 'ganti', 'tulis', 'corola', 'altis']","[('pertama', 'gua'), ('gua', 'jadi'), ('jadi', 'beli'), ('beli', 'mobil'), ('mobil', 'copot'), ('copot', 'tulis'), ('tulis', 'vios'), ('vios', 'ganti'), ('ganti', 'tulis'), ('tulis', 'corola'), ('corola', 'altis')]"
@Vrgyn,2 years ago,Kukunya 🤮,1,https://youtube.com/watch?v=qWbTS6lwOnQ,kukunya 🤮,['kuku'],[]
@irfannasrudi,2 years ago (edited),velg nya mirip kyk velg all new Avanza type G (2022),7,https://youtube.com/watch?v=qWbTS6lwOnQ,velg nya mirip kyk velg all new avanza type g (2022),"['velg', 'mirip', 'kaya', 'velg', 'all', 'baru', 'avanza', 'type']","[('velg', 'mirip'), ('mirip', 'kaya'), ('kaya', 'velg'), ('velg', 'all'), ('all', 'baru'), ('baru', 'avanza'), ('avanza', 'type')]"
@arichandra5310,2 years ago,Muka mobilnya kaya sketsa anak SMP 🤭,0,https://youtube.com/watch?v=qWbTS6lwOnQ,muka mobilnya kaya sketsa anak smp 🤭,"['muka', 'mobil', 'kaya', 'sketsa', 'anak', 'smp']","[('muka', 'mobil'), ('mobil', 'kaya'), ('kaya', 'sketsa'), ('sketsa', 'anak'), ('anak', 'smp')]"
@aldichiuofficial1220,2 years ago,Mirip honda city lampu belakang nya,1,https://youtube.com/watch?v=qWbTS6lwOnQ,mirip honda city lampu belakang nya,"['mirip', 'honda', 'city', 'lampu', 'belakang']","[('mirip', 'honda'), ('honda', 'city'), ('city', 'lampu'), ('lampu', 'belakang')]"
@azrialtomas2143,2 years ago (edited),ini lebih sporty si cocok di modif,2,https://youtube.com/watch?v=qWbTS6lwOnQ,ini lebih sporty si cocok di modif,"['lebih', 'sporty', 'cocok', 'modif']","[('lebih', 'sporty'), ('sporty', 'cocok'), ('cocok', 'modif')]"
@aznmvw,2 years ago,diorang guna sebiji engine myvi,0,https://youtube.com/watch?v=qWbTS6lwOnQ,diorang guna sebiji engine myvi,"['orang', 'biji', 'engine', 'myvi']","[('orang', 'biji'), ('biji', 'engine'), ('engine', 'myvi')]"
@donipriatna3215,2 years ago,"Model samping ada pilar D, mirip Crown Royal Saloon menteri.",2,https://youtube.com/watch?v=qWbTS6lwOnQ,"model samping ada pilar d, mirip crown royal saloon menteri.","['model', 'samping', 'pilar', 'mirip', 'crown', 'royal', 'saloon', 'menteri']","[('model', 'samping'), ('samping', 'pilar'), ('pilar', 'mirip'), ('mirip', 'crown'), ('crown', 'royal'), ('royal', 'saloon'), ('saloon', 'menteri')]"
@d-artdesign522,2 years ago,jadu coupe2an,0,https://youtube.com/watch?v=qWbTS6lwOnQ,jadu coupe2an,"['jadu', 'coupe']","[('jadu', 'coupe')]"
@jaydenholic8829,2 years ago,Pilar c mirip lexus es,1,https://youtube.com/watch?v=qWbTS6lwOnQ,pilar c mirip lexus es,"['pilar', 'mirip', 'lexus']","[('pilar', 'mirip'), ('mirip', 'lexus')]"
@zulfahmi7529,2 years ago,"siap nunggu ek taksi nti
soal nyan kren ni mobil. . .",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"siap nunggu ek taksi nti
soal nyan kren ni mobil. . .","['siap', 'nunggu', 'taksi', 'nti', 'soal', 'nyan', 'kren', 'mobil']","[('siap', 'nunggu'), ('nunggu', 'taksi'), ('taksi', 'nti'), ('nti', 'soal'), ('soal', 'nyan'), ('nyan', 'kren'), ('kren', 'mobil')]"
@FreddyGunawan,2 years ago,Kapan jepang tobat? 🤣,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kapan jepang tobat? 🤣,"['kapan', 'jepang', 'tobat']","[('kapan', 'jepang'), ('jepang', 'tobat')]"
@PEWIZZ_,2 years ago,"mas udah bagus reviewnya tapi kukunya dipotong napa mas, saya potongin apa.. wkwk",3,https://youtube.com/watch?v=qWbTS6lwOnQ,"mas udah bagus reviewnya tapi kukunya dipotong napa mas, saya potongin apa.. wkwk","['mas', 'udah', 'bagus', 'reviewnya', 'kuku', 'potong', 'napa', 'mas', 'potongin', 'apa', 'wkwk']","[('mas', 'udah'), ('udah', 'bagus'), ('bagus', 'reviewnya'), ('reviewnya', 'kuku'), ('kuku', 'potong'), ('potong', 'napa'), ('napa', 'mas'), ('mas', 'potongin'), ('potongin', 'apa'), ('apa', 'wkwk')]"
@axeliadiandra177,2 years ago,Mirip amat sama corolla 🧐,4,https://youtube.com/watch?v=qWbTS6lwOnQ,mirip amat sama corolla 🧐,"['mirip', 'sama', 'corolla']","[('mirip', 'sama'), ('sama', 'corolla')]"
@alghifari117,2 years ago,Baru kali ini naksir sma limo,0,https://youtube.com/watch?v=qWbTS6lwOnQ,baru kali ini naksir sma limo,"['baru', 'kali', 'naksir', 'sma', 'limo']","[('baru', 'kali'), ('kali', 'naksir'), ('naksir', 'sma'), ('sma', 'limo')]"
@Yeftalionheart,2 years ago,Ada low speed follow gak yakh mobilnya?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ada low speed follow gak yakh mobilnya?,"['low', 'speed', 'follow', 'yakh', 'mobil']","[('low', 'speed'), ('speed', 'follow'), ('follow', 'yakh'), ('yakh', 'mobil')]"
@erviansmg,2 years ago,Kyknya per taxi an juga akan ragu kalau ambil. Makanya ga ada versi taxi,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kyknya per taxi an juga akan ragu kalau ambil. makanya ga ada versi taxi,"['kyknya', 'per', 'taxi', 'ragu', 'kalau', 'ambil', 'makanya', 'versi', 'taxi']","[('kyknya', 'per'), ('per', 'taxi'), ('taxi', 'ragu'), ('ragu', 'kalau'), ('kalau', 'ambil'), ('ambil', 'makanya'), ('makanya', 'versi'), ('versi', 'taxi')]"
@takoseed,2 years ago,duh velg nya cakep kalo dipasangin ke Rocky saya 😍,7,https://youtube.com/watch?v=qWbTS6lwOnQ,duh velg nya cakep kalo dipasangin ke rocky saya 😍,"['duh', 'velg', 'cakep', 'kalau', 'dipasangin', 'rocky']","[('duh', 'velg'), ('velg', 'cakep'), ('cakep', 'kalau'), ('kalau', 'dipasangin'), ('dipasangin', 'rocky')]"
@dayanarung,2 years ago,Inilah daihatsu classy yang sebenarnya,2,https://youtube.com/watch?v=qWbTS6lwOnQ,inilah daihatsu classy yang sebenarnya,"['daihatsu', 'classy', 'benar']","[('daihatsu', 'classy'), ('classy', 'benar')]"
@zeptazefanya7743,2 years ago,Lampu belakang mirip honda city sedan. Lampu depan campuran toyota camry sama corolla,1,https://youtube.com/watch?v=qWbTS6lwOnQ,lampu belakang mirip honda city sedan. lampu depan campuran toyota camry sama corolla,"['lampu', 'belakang', 'mirip', 'honda', 'city', 'sedan', 'lampu', 'depan', 'campur', 'toyota', 'camry', 'sama', 'corolla']","[('lampu', 'belakang'), ('belakang', 'mirip'), ('mirip', 'honda'), ('honda', 'city'), ('city', 'sedan'), ('sedan', 'lampu'), ('lampu', 'depan'), ('depan', 'campur'), ('campur', 'toyota'), ('toyota', 'camry'), ('camry', 'sama'), ('sama', 'corolla')]"
@anggia.2573,2 years ago,lebih cocok ganti jd tulisan 'Sirion',0,https://youtube.com/watch?v=qWbTS6lwOnQ,lebih cocok ganti jd tulisan 'sirion',"['lebih', 'cocok', 'ganti', 'tulis', 'sirion']","[('lebih', 'cocok'), ('cocok', 'ganti'), ('ganti', 'tulis'), ('tulis', 'sirion')]"
@lelapuspitasari9098,2 years ago, @anggia.2573  sirik on,0,https://youtube.com/watch?v=qWbTS6lwOnQ, @anggia.2573  sirik on,['sirik'],[]
@anggia.2573,2 years ago, @lelapuspitasari9098  kok sirik? ini kan emang Daihatsu.. 😛,0,https://youtube.com/watch?v=qWbTS6lwOnQ, @lelapuspitasari9098  kok sirik? ini kan emang daihatsu.. 😛,"['sirik', 'kan', 'emang', 'daihatsu']","[('sirik', 'kan'), ('kan', 'emang'), ('emang', 'daihatsu')]"
@sanjoyopurnomo6096,2 years ago,"hahahahaha, klo gak ganti bmw aja bro",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"hahahahaha, klo gak ganti bmw aja bro","['hahahahaha', 'kalau', 'ganti', 'bmw', 'bro']","[('hahahahaha', 'kalau'), ('kalau', 'ganti'), ('ganti', 'bmw'), ('bmw', 'bro')]"
@sanjoyopurnomo6096,2 years ago,beda sih broooo,0,https://youtube.com/watch?v=qWbTS6lwOnQ,beda sih broooo,"['beda', 'broooo']","[('beda', 'broooo')]"
@SetirKanan,9 months ago (edited),"Mobil bekas harga cerdas, bayar 2x angsuran bawa pulang mobil, cicilan mulai Rp 70ribuan perhari, & DP 0% loh. Yuk klik link ini ya: https://bit.ly/47LnZKX",0,https://youtube.com/watch?v=FhNVPXJW_g8,"mobil bekas harga cerdas, bayar 2x angsuran bawa pulang mobil, cicilan mulai rp 70ribuan perhari, & dp 0% loh. yuk klik link ini ya: https://bit.ly/47lnzkx","['mobil', 'bekas', 'harga', 'cerdas', 'bayar', 'angsur', 'bawa', 'pulang', 'mobil', 'cicil', 'mulai', 'ribu', 'hari', 'loh', 'yuk', 'klik', 'link']","[('mobil', 'bekas'), ('bekas', 'harga'), ('harga', 'cerdas'), ('cerdas', 'bayar'), ('bayar', 'angsur'), ('angsur', 'bawa'), ('bawa', 'pulang'), ('pulang', 'mobil'), ('mobil', 'cicil'), ('cicil', 'mulai'), ('mulai', 'ribu'), ('ribu', 'hari'), ('hari', 'loh'), ('loh', 'yuk'), ('yuk', 'klik'), ('klik', 'link')]"
@bulz8598,3 years ago,Nda pakai padelsif ya,0,https://youtube.com/watch?v=FhNVPXJW_g8,nda pakai padelsif ya,"['nda', 'pakai', 'padelsif']","[('nda', 'pakai'), ('pakai', 'padelsif')]"
@bulz8598,3 years ago,Nda pakai padelsif ya,0,https://youtube.com/watch?v=FhNVPXJW_g8,nda pakai padelsif ya,"['nda', 'pakai', 'padelsif']","[('nda', 'pakai'), ('pakai', 'padelsif')]"
@Yeftalionheart,3 years ago,"Yg penting masukin adaptive cruise control n low speed follow serta electric park brake.

Sisanya sdh ok",0,https://youtube.com/watch?v=FhNVPXJW_g8,"yg penting masukin adaptive cruise control n low speed follow serta electric park brake.

sisanya sdh ok","['penting', 'masukin', 'adaptive', 'cruise', 'control', 'low', 'speed', 'follow', 'electric', 'park', 'brake', 'sisa', 'sdh']","[('penting', 'masukin'), ('masukin', 'adaptive'), ('adaptive', 'cruise'), ('cruise', 'control'), ('control', 'low'), ('low', 'speed'), ('speed', 'follow'), ('follow', 'electric'), ('electric', 'park'), ('park', 'brake'), ('brake', 'sisa'), ('sisa', 'sdh')]"
@KazVivid,3 years ago,Depannya jelek banget anjir,0,https://youtube.com/watch?v=FhNVPXJW_g8,depannya jelek banget anjir,"['depan', 'jelek', 'banget', 'anjir']","[('depan', 'jelek'), ('jelek', 'banget'), ('banget', 'anjir')]"
@gimanamii,3 years ago,Keluar di indo kapan ya kira kira?,0,https://youtube.com/watch?v=FhNVPXJW_g8,keluar di indo kapan ya kira kira?,"['keluar', 'indo', 'kapan', 'kira', 'kira']","[('keluar', 'indo'), ('indo', 'kapan'), ('kapan', 'kira'), ('kira', 'kira')]"
@iputuwirgayana5550,3 years ago,Desain yg membosankan.,0,https://youtube.com/watch?v=FhNVPXJW_g8,desain yg membosankan.,"['desain', 'bosan']","[('desain', 'bosan')]"
@ThomasDGthomasdg,3 years ago,Cuma aku atau yg lain juga ya?? Kalau di liat sekilas depan nya kayak audi,0,https://youtube.com/watch?v=FhNVPXJW_g8,cuma aku atau yg lain juga ya?? kalau di liat sekilas depan nya kayak audi,"['cuma', 'aku', 'kalau', 'liat', 'kilas', 'depan', 'kayak', 'audi']","[('cuma', 'aku'), ('aku', 'kalau'), ('kalau', 'liat'), ('liat', 'kilas'), ('kilas', 'depan'), ('depan', 'kayak'), ('kayak', 'audi')]"
@muhammadfaishalputrawardan6833,3 years ago,Wahh keren vios yang terbaru nih! Jdi lebih modern dibanding yg sebelumnya!,0,https://youtube.com/watch?v=FhNVPXJW_g8,wahh keren vios yang terbaru nih! jdi lebih modern dibanding yg sebelumnya!,"['wahh', 'keren', 'vios', 'baru', 'jadi', 'lebih', 'modern', 'banding']","[('wahh', 'keren'), ('keren', 'vios'), ('vios', 'baru'), ('baru', 'jadi'), ('jadi', 'lebih'), ('lebih', 'modern'), ('modern', 'banding')]"
@geigarasendriya3513,3 years ago,"damn.. keren bgt vios 2022, sporty parah gakuat euy",0,https://youtube.com/watch?v=FhNVPXJW_g8,"damn.. keren bgt vios 2022, sporty parah gakuat euy","['damn', 'keren', 'banget', 'vios', 'sporty', 'parah', 'gakuat', 'euy']","[('damn', 'keren'), ('keren', 'banget'), ('banget', 'vios'), ('vios', 'sporty'), ('sporty', 'parah'), ('parah', 'gakuat'), ('gakuat', 'euy')]"
@bryanferdinandlie9371,3 years ago,"Keren banget viosnya, auto ke dealer hehe",0,https://youtube.com/watch?v=FhNVPXJW_g8,"keren banget viosnya, auto ke dealer hehe","['keren', 'banget', 'viosnya', 'auto', 'dealer', 'hehe']","[('keren', 'banget'), ('banget', 'viosnya'), ('viosnya', 'auto'), ('auto', 'dealer'), ('dealer', 'hehe')]"
@monikavira702,3 years ago,Kece banget sih warna merahnya jadi pingin beli🥹,0,https://youtube.com/watch?v=FhNVPXJW_g8,kece banget sih warna merahnya jadi pingin beli🥹,"['keren', 'banget', 'warna', 'merah', 'jadi', 'pingin', 'beli']","[('keren', 'banget'), ('banget', 'warna'), ('warna', 'merah'), ('merah', 'jadi'), ('jadi', 'pingin'), ('pingin', 'beli')]"
@cheptiaamany4205,3 years ago,Wadawww makin keren aja inovasi nyaaa!,0,https://youtube.com/watch?v=FhNVPXJW_g8,wadawww makin keren aja inovasi nyaaa!,"['wadawww', 'makin', 'keren', 'inovasi', 'nyaaa']","[('wadawww', 'makin'), ('makin', 'keren'), ('keren', 'inovasi'), ('inovasi', 'nyaaa')]"
@liananathania7285,3 years ago,Makin keren nih vios 2023 ! Desainnya cocok banget buat anak muda,0,https://youtube.com/watch?v=FhNVPXJW_g8,makin keren nih vios 2023 ! desainnya cocok banget buat anak muda,"['makin', 'keren', 'vios', 'desain', 'cocok', 'banget', 'buat', 'anak', 'muda']","[('makin', 'keren'), ('keren', 'vios'), ('vios', 'desain'), ('desain', 'cocok'), ('cocok', 'banget'), ('banget', 'buat'), ('buat', 'anak'), ('anak', 'muda')]"
@stefaniavalentinasupit4745,3 years ago,mantepppp bgt niii  viossss 🫶,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantepppp bgt niii  viossss 🫶,"['mantepppp', 'banget', 'niii', 'viossss']","[('mantepppp', 'banget'), ('banget', 'niii'), ('niii', 'viossss')]"
@madekhrisnadarmaputra1273,3 years ago,"Keren nih, berapa otrnya yaa",0,https://youtube.com/watch?v=FhNVPXJW_g8,"keren nih, berapa otrnya yaa","['keren', 'berapa', 'otrnya', 'yaa']","[('keren', 'berapa'), ('berapa', 'otrnya'), ('otrnya', 'yaa')]"
@marsellarolikafitrianasitu3581,3 years ago,Mantap nih,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantap nih,['mantap'],[]
@anandaputramuluk9534,3 years ago,"Wih bagus ya vios yang baru keliatan mewah banget designnya, cocok buat keluarga atau buat anak muda juga",0,https://youtube.com/watch?v=FhNVPXJW_g8,"wih bagus ya vios yang baru keliatan mewah banget designnya, cocok buat keluarga atau buat anak muda juga","['wih', 'bagus', 'vios', 'baru', 'liat', 'mewah', 'banget', 'designnya', 'cocok', 'buat', 'keluarga', 'buat', 'anak', 'muda']","[('wih', 'bagus'), ('bagus', 'vios'), ('vios', 'baru'), ('baru', 'liat'), ('liat', 'mewah'), ('mewah', 'banget'), ('banget', 'designnya'), ('designnya', 'cocok'), ('cocok', 'buat'), ('buat', 'keluarga'), ('keluarga', 'buat'), ('buat', 'anak'), ('anak', 'muda')]"
@brigitasaliana705,3 years ago,"Wahh emangg kerenn bangett vios kali ini, langsungg upgraded banget dari segi design, fiturr, engine pokoknya juara🤩🤩",0,https://youtube.com/watch?v=FhNVPXJW_g8,"wahh emangg kerenn bangett vios kali ini, langsungg upgraded banget dari segi design, fiturr, engine pokoknya juara🤩🤩","['wahh', 'emangg', 'kerenn', 'bangett', 'vios', 'kali', 'langsungg', 'upgraded', 'banget', 'segi', 'design', 'fiturr', 'engine', 'pokok', 'juara']","[('wahh', 'emangg'), ('emangg', 'kerenn'), ('kerenn', 'bangett'), ('bangett', 'vios'), ('vios', 'kali'), ('kali', 'langsungg'), ('langsungg', 'upgraded'), ('upgraded', 'banget'), ('banget', 'segi'), ('segi', 'design'), ('design', 'fiturr'), ('fiturr', 'engine'), ('engine', 'pokok'), ('pokok', 'juara')]"
@andikagiovanni3186,3 years ago,Kerennn,0,https://youtube.com/watch?v=FhNVPXJW_g8,kerennn,['kerennn'],[]
@SetirKanan,3 years ago,Ditunggu terus update an dari Toyota nya ya Sobat Setir 😉,0,https://youtube.com/watch?v=FhNVPXJW_g8,ditunggu terus update an dari toyota nya ya sobat setir 😉,"['tunggu', 'terus', 'update', 'toyota', 'sobat', 'setir']","[('tunggu', 'terus'), ('terus', 'update'), ('update', 'toyota'), ('toyota', 'sobat'), ('sobat', 'setir')]"
@SetirKanan,3 years ago,Belum release ya Sobat Setir hehe,0,https://youtube.com/watch?v=FhNVPXJW_g8,belum release ya sobat setir hehe,"['release', 'sobat', 'setir', 'hehe']","[('release', 'sobat'), ('sobat', 'setir'), ('setir', 'hehe')]"
@SetirKanan,3 years ago,Mantap dong hehehe😊,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantap dong hehehe😊,"['mantap', 'dong', 'hehehe']","[('mantap', 'dong'), ('dong', 'hehehe')]"
@SetirKanan,3 years ago,Pastinya keren dong😎,0,https://youtube.com/watch?v=FhNVPXJW_g8,pastinya keren dong😎,"['keren', 'dong']","[('keren', 'dong')]"
@naomipanggabean8446,3 years ago,Keren!,0,https://youtube.com/watch?v=FhNVPXJW_g8,keren!,['keren'],[]
@gresyaloffiant5354,3 years ago,Viossss 😍😍😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,viossss 😍😍😍,['viossss'],[]
@valeriashania4487,3 years ago,desainnya jauh lebih modern dripada generasi sebelumnya😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,desainnya jauh lebih modern dripada generasi sebelumnya😍,"['desain', 'jauh', 'lebih', 'modern', 'dripada', 'generasi']","[('desain', 'jauh'), ('jauh', 'lebih'), ('lebih', 'modern'), ('modern', 'dripada'), ('dripada', 'generasi')]"
@deninsyahtiyabella2951,3 years ago,desainnya kereen😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,desainnya kereen😍,"['desain', 'kereen']","[('desain', 'kereen')]"
@ajangsetiopratama3629,3 years ago,Kece bet sih design nya,0,https://youtube.com/watch?v=FhNVPXJW_g8,kece bet sih design nya,"['keren', 'bet', 'design']","[('keren', 'bet'), ('bet', 'design')]"
@nadira6117,3 years ago,Keren banget ni vios langsung naksir dr pandangan pertama🫶🏻,0,https://youtube.com/watch?v=FhNVPXJW_g8,keren banget ni vios langsung naksir dr pandangan pertama🫶🏻,"['keren', 'banget', 'vios', 'langsung', 'naksir', 'pandang', 'pertama']","[('keren', 'banget'), ('banget', 'vios'), ('vios', 'langsung'), ('langsung', 'naksir'), ('naksir', 'pandang'), ('pandang', 'pertama')]"
@putrikristiana9525,3 years ago,Wah interior Vios makin keren 🥰,0,https://youtube.com/watch?v=FhNVPXJW_g8,wah interior vios makin keren 🥰,"['wah', 'interior', 'vios', 'makin', 'keren']","[('wah', 'interior'), ('interior', 'vios'), ('vios', 'makin'), ('makin', 'keren')]"
@bimodwinur841,3 years ago,Kok jadi pengen beli ya🤩,0,https://youtube.com/watch?v=FhNVPXJW_g8,kok jadi pengen beli ya🤩,"['jadi', 'ken', 'beli']","[('jadi', 'ken'), ('ken', 'beli')]"
@atindria,3 years ago,mantab abis,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantab abis,"['mantab', 'abis']","[('mantab', 'abis')]"
@zahranabila2468,3 years ago,designnyaa😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,designnyaa😍,['designnyaa'],[]
@devinanathaniakristi2610,3 years ago,interiornya lengkap dan elegan bgt👍🏻,0,https://youtube.com/watch?v=FhNVPXJW_g8,interiornya lengkap dan elegan bgt👍🏻,"['interior', 'lengkap', 'elegan', 'bgt']","[('interior', 'lengkap'), ('lengkap', 'elegan'), ('elegan', 'bgt')]"
@RiakiYT,3 years ago,"Designnya futuristik bgtt, kerennn 🔥",0,https://youtube.com/watch?v=FhNVPXJW_g8,"designnya futuristik bgtt, kerennn 🔥","['designnya', 'futuristik', 'bgtt', 'kerennn']","[('designnya', 'futuristik'), ('futuristik', 'bgtt'), ('bgtt', 'kerennn')]"
