username,waktu,teks_komentar,jumlah_likes,sumber_video
@mikhaelbrilliant1248,2 years ago (edited),"Toyota Vios Standard mesin standard VVT-i dual sekarang isi bensin Super RON 92 Di Shell ITC BSD, masa supaya mobil matic fungsi Drive masih di jalan raya tol",2,https://youtube.com/watch?v=FDU3zV2_n04
@primaokta5419,2 years ago,Kalo dibikin hatchback pasti bisa laku keras 😁😁😁,8,https://youtube.com/watch?v=FDU3zV2_n04
@noviopatra,2 years ago,Swap mesin GR yaris bagus ni,0,https://youtube.com/watch?v=FDU3zV2_n04
@Boss_Dimas_Ch_Clip,2 years ago,"Grillnya gx bgt dah ngowoh kyk ikan lele 🗿
Masih suka sama gen 2 meskipun buluk, klo ada duit lebih pilih camry 2.4 thn 2014 kebawah (yg grillnya masih kecil atas bawah)",0,https://youtube.com/watch?v=FDU3zV2_n04
@RianHendro-h4r,1 month ago,Keren,0,https://youtube.com/watch?v=dCynfd001QM
@fatirhidayat1537,4 months ago,Ganteng banget bg,1,https://youtube.com/watch?v=dCynfd001QM
@yohanespradono5224,5 months ago,ganteng banget,1,https://youtube.com/watch?v=dCynfd001QM
@his.story95,5 months ago,Tetep aja masuk kasta rendah😂 image nya masih mobil taksi😂,0,https://youtube.com/watch?v=dCynfd001QM
@xtmilo23,6 months ago,"mobil ini di malaysia udh kaya avanza disini , byk bgt… berbagai warna lagi… entah kenapa kita kurang minat sm sedan..",1,https://youtube.com/watch?v=dCynfd001QM
@hungsicily1259,6 months ago,việt nam đã chờ 2 năm vẫn chưa có,1,https://youtube.com/watch?v=dCynfd001QM
@ukmkotabandung3609,8 months ago,Mirip MG5,0,https://youtube.com/watch?v=dCynfd001QM
@ukmkotabandung3609,8 months ago (edited),"Lebih nyaman vios ,tarikan lebih unggul City .,fitur lebih banyak vios.",0,https://youtube.com/watch?v=dCynfd001QM
@denbagusbejo4189,8 months ago (edited),Suhu ... mo tanya Toyota Vios AT atau CVT y ...,0,https://youtube.com/watch?v=dCynfd001QM
@Lawfirmku,9 months ago,"Bang, saya juga punya, saya lagi nyari komunitasnya, biar bisa sharing2, tolong info kalau ada ya bang ...",0,https://youtube.com/watch?v=dCynfd001QM
@TKi86WakanDA,9 months ago,ak plih putih sudh lulus bank tngal mahu ambil aja😊,0,https://youtube.com/watch?v=dCynfd001QM
@Yang_Mulia,9 months ago,compare kenyamanan sma rival abadinya city gmna bang ?,0,https://youtube.com/watch?v=dCynfd001QM
@asmadivivo-sh6uk,10 months ago,Ok jugak mobilnya mantap,0,https://youtube.com/watch?v=dCynfd001QM
@rogerwhite9832,11 months ago,"karena apa ...????


merah itu raciingggg",1,https://youtube.com/watch?v=dCynfd001QM
@febydilliawan6608,1 year ago,Bro pls ajarin steps how to connect to Apple Carplay pke vios ini.. punya gw 2023 trus gw bingung gimana koneknya padahal buat dengerin bluetooh music aman banget.,3,https://youtube.com/watch?v=dCynfd001QM
@rizardwarouw4053,1 year ago,"penggunaan velg warna hitam dgn mobil ini malahan kurang tepat, selain jadi mati, baik ban maupun velg nya ga kelihatan gedenya",4,https://youtube.com/watch?v=dCynfd001QM
@awings.chanel,1 year ago,Brpa yaa harga baru nya,0,https://youtube.com/watch?v=dCynfd001QM
@rudytanri8053,1 year ago,"Warna hitam itu warna nomber one buat saya,   sk dng mode vios ini",0,https://youtube.com/watch?v=dCynfd001QM
@wawanerawan6466,1 year ago,Cek harga & Pajak tahunan nya,0,https://youtube.com/watch?v=dCynfd001QM
@wasikinroma8401,1 year ago,Terlalu gelap bang ga bisa lihat,0,https://youtube.com/watch?v=dCynfd001QM
@yusufdionlasvegas2186,3 months ago,"Aku minat bnget malaah kak, cuma belum ada uang aja 😅",0,https://youtube.com/watch?v=dCynfd001QM
@xtmilo23,6 months ago,"tapi vios baru rada sempit , masih lebih lega city",0,https://youtube.com/watch?v=dCynfd001QM
@ukmkotabandung3609,6 months ago (edited),"@xtmilo23  😊 yg lebih lega Wuling, sesuaikan kebutuhan .",0,https://youtube.com/watch?v=dCynfd001QM
@xtmilo23,6 months ago, @ukmkotabandung3609  wuling?,0,https://youtube.com/watch?v=dCynfd001QM
@xtmilo23,6 months ago,vios dari 2017 make CVT,0,https://youtube.com/watch?v=dCynfd001QM
@xtmilo23,6 months ago,"G CVT TSS otr jakarta nya 388,2 jt.. pajaknya kalau ga salah saya 4,4 jt",1,https://youtube.com/watch?v=dCynfd001QM
@FelNiode,1 year ago,"fyi ini sharing platform dengan avanza/xenia dan yaris cross buatan daihatsu. Menurut saya proporsinya dari samping rada aneh, harusnya dibuat versi HB untuk gantiin yaris skrg yg udah outdated.",3,https://youtube.com/watch?v=dCynfd001QM
@moch.aryaduta4793,1 year ago,request mitsubishi xforce bang🙏,0,https://youtube.com/watch?v=dCynfd001QM
@bestindocars,1 year ago,"Vios vs City vs Mazda 2, pilih yg mana?",0,https://youtube.com/watch?v=dCynfd001QM
@congbalicong5723,1 year ago,napa mobil jaman skrg pake tablet jadul di dashboard ya ? merusak pemandangan,2,https://youtube.com/watch?v=dCynfd001QM
@bestindocars,1 year ago,Iya ya kenapa yaris gak diupdate2 bingung..,0,https://youtube.com/watch?v=dCynfd001QM
@FelNiode,1 year ago (edited),"Mazda 2, no brainer bro. Kecuali yg cari space kursi belakang luas.",0,https://youtube.com/watch?v=dCynfd001QM
@xtmilo23,6 months ago,City… nyamannn,0,https://youtube.com/watch?v=dCynfd001QM
@TomyJaya365,2 months ago,Gak pernah nemu New Vios ini di jalanan Kota Medan,0,https://youtube.com/watch?v=YdTPa-zESgM
@SASTRANEGARA92,5 months ago,"Sudah mewah kenapa gak dari dulu bikin vios se mewah ini, tapi sayang penumpang belakang sempit banget nyundul plafon padahal udah ganteng banget,,tadi gw aja kaget liat vios terbaru di jalan sudah keren  banget jadi pengen tapi harganya gak kira kira😂😂",0,https://youtube.com/watch?v=YdTPa-zESgM
@akunkosong9591,5 months ago,"kmaren ketemu di jalan, awalnya liat blakangnya dulu jadi bikin penasaran.... kayak premium banget, ga nyangka aja kalo ternyata emblemnya vios. begitu maju ke depan, liat mukanya..... waduuuuhhh..... agak maksa banget di mirip2in ama veloz. iya biar kliatan kalo bersaudara gitu kan? ya tapi knapa milih veloz buat acuan?? knapa gak altis apa camry???? 🤯",1,https://youtube.com/watch?v=YdTPa-zESgM
@gamekidsding,6 months ago,"taxy itu yang dipilih unit yang gak rewelan tangguh awet sukucadang melimpah, irit bbm, perawatan mudah, ya vios lah pilihanya...",1,https://youtube.com/watch?v=YdTPa-zESgM
@yohanespradono5224,6 months ago,keren banget sih ini. suka design2 toyota,0,https://youtube.com/watch?v=YdTPa-zESgM
@hjkanto2896,9 months ago,masih setia dengan Gen1 2006 at. mobil badak & gk nyusahin.,0,https://youtube.com/watch?v=YdTPa-zESgM
@muhammadfathudin2944,9 months ago,Gen pertama aja gw belum kebeli.. 😂😂😂,0,https://youtube.com/watch?v=YdTPa-zESgM
@denikurniawan91,9 months ago,Pelakang saya kira mobil honda😂,1,https://youtube.com/watch?v=YdTPa-zESgM
@MaharyaSatryani-fk8tu,1 year ago,Sangat menjiplak atau mencontek HONDA CITY...keren memang tp buat beli gw g ada duitnya...nonton aja dulu 😅,1,https://youtube.com/watch?v=YdTPa-zESgM
@agusmahajisiswanto2322,1 year ago,Keren nie sihh,0,https://youtube.com/watch?v=YdTPa-zESgM
@imugibyam,1 year ago,raize sedan,0,https://youtube.com/watch?v=YdTPa-zESgM
@dreamEnd,1 year ago,Ini channel reviewnya detail banget. Smoga Honda City Sedan di review juga nih.. Rada bimbang mau pilih yang mana antar 2 ini...,1,https://youtube.com/watch?v=YdTPa-zESgM
@tgs.enough7899,1 year ago,"versi sebelumnya itu seatbelt height bisa adjustable, jok belakang bisa dilipat dan ada armrest with cup holders, gundukan di belakang juga ngga ada dan yailah itu cermin di sunvisor aja pake segala disunat padahal di versi sebelumnya ada.",0,https://youtube.com/watch?v=YdTPa-zESgM
@KAY_109ROBLOX18,1 year ago,Saya kira di bawah 300.an hehehe,0,https://youtube.com/watch?v=YdTPa-zESgM
@ardibilqis2230,1 year ago,Syg bngt kursi ke2 sempit..,0,https://youtube.com/watch?v=YdTPa-zESgM
@wiiiiiiihhj,1 year ago,Ini fitur acc nya bisa sampe berenti ndak si,0,https://youtube.com/watch?v=YdTPa-zESgM
@hudayaslamet2332,1 year ago (edited),Aku 178 gak bisa dong duduk belakang 😅,0,https://youtube.com/watch?v=YdTPa-zESgM
@achatedjo,1 year ago,Tunggu keluar jenis limo nya.. 😅,0,https://youtube.com/watch?v=YdTPa-zESgM
@elwidiantoroad4818,1 year ago,Skrg mah Taxi mulai pake 7 seater biar bisa bersaing sama Grab.,0,https://youtube.com/watch?v=YdTPa-zESgM
@Bang_Nas06,1 year ago,Mirip yaris ativ di tahiland,0,https://youtube.com/watch?v=YdTPa-zESgM
@xtmilo23,3 months ago,"ya karena veloz & vios 1 plattform , DNGA-B",0,https://youtube.com/watch?v=YdTPa-zESgM
@nazaruddinyusman3798,1 year ago,DNGA Halo Daihatsu😊,0,https://youtube.com/watch?v=YdTPa-zESgM
@RizkiRiadi44,1 year ago,Werrrrrr,0,https://youtube.com/watch?v=YdTPa-zESgM
@ropangmanis3269,1 year ago,Desian vios yg gw suka cuma gen 1 sama yg terbaru ini😅,0,https://youtube.com/watch?v=YdTPa-zESgM
@christl2127,1 year ago,yang tipe E kayak gimana ya om?,0,https://youtube.com/watch?v=YdTPa-zESgM
@adenuryadin2035,1 year ago,Gw jadu bangga punya vios .eh punya limo ex taxi blue bird ged 2 mantaf jadi bahan hujatan nih si vios .eh si limo...😂😂😂,0,https://youtube.com/watch?v=YdTPa-zESgM
@Kanghozchanel,1 year ago,"Spionya Saja, yg agak ketinggian posisinya.",0,https://youtube.com/watch?v=YdTPa-zESgM
@blackspencer-w5e,1 year ago,kapan vios discontinue?,0,https://youtube.com/watch?v=YdTPa-zESgM
@KamalDiora,1 year ago,Nyimak..,0,https://youtube.com/watch?v=YdTPa-zESgM
@bryancalvin8118,1 year ago,"SEMOGA TAUN DEPAN BISA KEBELI MOBIL INI,AMIN",0,https://youtube.com/watch?v=YdTPa-zESgM
@Lito1601,1 year ago,"Kalau embel-embel chrome hilang semua, tak kasih 💯",0,https://youtube.com/watch?v=YdTPa-zESgM
@mimerrypaul,1 year ago,"harga nobil sekarang udah gak ngotak sih, mobil seharga rumah di pinggiran jakarta, atau seharga unit apartment di dalam kota. setelah 5 tahun nyicil harga mobil udah tinggal 1/3 dari nilai cicilan yang dibayar, cuma bisa dijual buat DP mobil baru lagi. dan mobil baru pasti harganya naik terus dan terus naik.",1,https://youtube.com/watch?v=YdTPa-zESgM
@faridmuqodas,1 year ago (edited),"Entah kenapa, mobil ini kok terasa over-price. Nunggu sekennya aja, 10 tahun lagi.",0,https://youtube.com/watch?v=YdTPa-zESgM
@GugleId-w4y,1 year ago,Min brp pajak pertahun nya min,0,https://youtube.com/watch?v=YdTPa-zESgM
@febydilliawan6608,2 years ago,"Saya baru beli vios 2023 G TSS, tapi ga tau caranya untuk connect ke apple CarPlay wireless :(",0,https://youtube.com/watch?v=YdTPa-zESgM
@bangjoy9178,2 years ago,"Klw di tanya mobil mu apa, vios, pasti di bilang mobil taxi ya, hehe😂",0,https://youtube.com/watch?v=YdTPa-zESgM
@arisaputra8065,2 years ago,enak city apa vios yahh bossquuuu,0,https://youtube.com/watch?v=YdTPa-zESgM
@zaimmuqo4112,2 years ago,"Toyota emang masi the best sii,, durabilitynya ga main2,, punya avanza 7tahun lebih,jajannya dikit ga mahal juga... Buat kendaraaan pertama masi tetep mengusahakan toyota aja..",0,https://youtube.com/watch?v=YdTPa-zESgM
@fararrarara6769,2 years ago,andai di bikin hatchback bakal lebih laku neh,0,https://youtube.com/watch?v=YdTPa-zESgM
@denizafa,2 years ago,siap tunggu secondnya 5 tahun lagi,1,https://youtube.com/watch?v=YdTPa-zESgM
@aliffzulhaziq6789,2 years ago,Aaku dah kata Indonesia dapat spare tyre,0,https://youtube.com/watch?v=YdTPa-zESgM
@zennjen383,2 years ago,Adakah vios 2023 yang 1.3 ?,0,https://youtube.com/watch?v=YdTPa-zESgM
@Qiiiiiww,2 years ago,"Menurut sya yg sya suka
Ada tSS
Interior mewah
Eksterior ganteng
Lampu full led
Sayang,,, hedroom di belakang mepet .
Tdk ada armrest baris kedua.",1,https://youtube.com/watch?v=YdTPa-zESgM
@Qiiiiiww,2 years ago,Next city nya bang,0,https://youtube.com/watch?v=YdTPa-zESgM
@ciaodew,2 years ago (edited),damn??? kok jauh banget sama city? kayak beda kelas 😢,0,https://youtube.com/watch?v=YdTPa-zESgM
@simulator1906,2 years ago,Ngafalin fasilitas segitu banyaknya yakin bakal inget,0,https://youtube.com/watch?v=YdTPa-zESgM
@ryyy9878,2 years ago,Wihh keren keren vios 2023 tapi tetep fun GE8 😁,0,https://youtube.com/watch?v=YdTPa-zESgM
@mochammadtaufik9402,2 years ago,"Bang Rosano, review mobil Toyota GR Yaris bang",0,https://youtube.com/watch?v=YdTPa-zESgM
@suheilyaqin564,2 years ago,"KELEMAHANNYA CUMA 1. HEAD UNIT ATAU MONITOR TV NYA KAYAK TV TABUNG, GENDUT BANGET BELAKANG LAYAR MONITORNYA.

KALO LAYAR MONITOR YG VERSI THAILAND NYA LEBIH ELEGANT, BAGUS KELIATAN MOBIL MAHAL.",0,https://youtube.com/watch?v=YdTPa-zESgM
@crvcrv0718,2 years ago,"Sempat mau ambil pas akhir tahun, dengan pertimbangan' vios terbaik saat ini dibanding city MG Atau mazda 2 sedan"" tapi kalah dengan city htsback dengan diskon hampir 40jt 😅",0,https://youtube.com/watch?v=YdTPa-zESgM
@ponpesattaqwaaulia1460,2 years ago,Niru honda new BRV haha,0,https://youtube.com/watch?v=YdTPa-zESgM
@bossskucing8308,2 years ago,the ugliest silhouette & made by toyota🤣🤣🤣,0,https://youtube.com/watch?v=YdTPa-zESgM
@mendengarkan_angin2158,2 years ago,"ini chanel paling konsisten di indonesia , urutanya dan chapternya , serta satu satu nya chanel yg nyalain lampu mobil , nadanya juga sama , wideangel nya gak terlalu lebar pas . kameramenya GAK MALES ngambil sudut2 mobil",1,https://youtube.com/watch?v=YdTPa-zESgM
@gusGb23,2 years ago,Istimewaaa,0,https://youtube.com/watch?v=YdTPa-zESgM
@yudiaprinandar4536,2 years ago,Mana ada mobil toyota yang bagus material sampah smua cocok buat pasaran afrika,0,https://youtube.com/watch?v=YdTPa-zESgM
@asiancomparasion7656,2 years ago,Bingung pilih Vios ini apa MG 5GT,0,https://youtube.com/watch?v=YdTPa-zESgM
@muhammadsyafiq6151,2 years ago,Wow. Reviewnya menyeluruh. Terbaik👍,0,https://youtube.com/watch?v=YdTPa-zESgM
@uas567,2 years ago,Cerdas..mmperbaiki image taxi🤣,0,https://youtube.com/watch?v=YdTPa-zESgM
@sudjatmiko606,2 years ago,"Hampir beli MG5 GT..
Ternyata lebih aman ambil ini",0,https://youtube.com/watch?v=YdTPa-zESgM
@irwansuryana8164,2 years ago,Bos ngomongy agak tersendat minum dulu sebelum MC.🤭🤭,0,https://youtube.com/watch?v=YdTPa-zESgM
@Khaleedalirayan,2 years ago,Penggunaan bahan bakarnya gimana ya? Apa aku yang kelewat pas nonton?,0,https://youtube.com/watch?v=YdTPa-zESgM
@FerraFQ,2 years ago,Design luarannya lebih uncle2,0,https://youtube.com/watch?v=YdTPa-zESgM
@stanley7983,2 years ago,"buset manual ke cvt beda 40 jt
BERAT",0,https://youtube.com/watch?v=YdTPa-zESgM
@luthfifauzi8823,2 years ago (edited),boros amat ya 6.5 km/ L?,0,https://youtube.com/watch?v=YdTPa-zESgM
@brownbee4889,2 years ago,Gril depan terlalu besar,0,https://youtube.com/watch?v=YdTPa-zESgM
@safriadihermawan6835,2 years ago,Bentuk nya aneh krn toyota pake bahan dari avanza,0,https://youtube.com/watch?v=YdTPa-zESgM
@ericmanurung3423,2 years ago,Rrrrrrrrrrr kurang vitamin Rrrrrr,0,https://youtube.com/watch?v=YdTPa-zESgM
@hasanbatubara2546,2 years ago,"Gila keren, paling nunggu limo nya hehe",0,https://youtube.com/watch?v=YdTPa-zESgM
@A17O,2 years ago,"Biasa ini, vios lama jg ada trim bagusnya masalahnya duluan yg limo jd kaga laku, stlh pensiun diganti sm transmover jd laku trim mewahnya...kynya strateginya dirubah buat vios yg baru karena ada transmover. Paling taon depan keluar yg limo...",0,https://youtube.com/watch?v=YdTPa-zESgM
@Ajieambio,2 years ago,Menit 15 - 16 kok pakai Daihatsu? Wkwk,0,https://youtube.com/watch?v=YdTPa-zESgM
@ekomeidianto4295,2 years ago,"Kayaknya yariz next gen bakalan mirip kayak vios ini depannya, Secara dr dulu vios selalu mirip sama yariz. Bedanya cuman vios sedan yariz hatchback.",0,https://youtube.com/watch?v=YdTPa-zESgM
@abangsaiff5133,2 years ago,ngmongnya kurang luwes...,0,https://youtube.com/watch?v=YdTPa-zESgM
@ayubsphone2408,2 years ago,tampilan depannya india banget.,0,https://youtube.com/watch?v=YdTPa-zESgM
@hayolomauapa36,2 years ago,"kami suka mobil hybrid 
(hybrid beneran ya bukan mild hybrid)
cocok untuk menghemat bbm di perkotaan atau di medan naik turun gunung.
di mobil kecil, konsumsi bbm nya bisa di maksimalkan hingga 25km/liter bahkan bisa hingga 30km/liter.",3,https://youtube.com/watch?v=YdTPa-zESgM
@0xKazuto,2 years ago,"Kemarin ke showroom buat liat veloz, pas liat vios ini jadi galau lagi mau ambil yang mana 😂",0,https://youtube.com/watch?v=YdTPa-zESgM
@akhmadfahrulsk,2 years ago,"Review yang selalu saya sukai.. elegante, lengkap, proporsional, keren, dan mantap pokoknya. 👍👍👍

Sukses selalu",4,https://youtube.com/watch?v=YdTPa-zESgM
@valentino6966,2 years ago,Toyota dan honda mulai berpikir panjang utk pelit2 lagi 🤭😆 tapi customer udh terlanjur berpaling dluan ke merk2 baru yg beredar.. berasa kali mereka penjualan nya menurun 😆,0,https://youtube.com/watch?v=YdTPa-zESgM
@afizi1213,2 years ago,Kamu yang makin sadiss bilamana kreta jepun mula otw kereta eropahhhh kereta continental auu,0,https://youtube.com/watch?v=YdTPa-zESgM
@satrialdi7379,2 years ago (edited),"Glove box nya persis raize. Udah ada dudukan untuk soft openingnya, tinggal beli di tokoijo ga mahal kok. Heran toyota 🤣🤣",0,https://youtube.com/watch?v=YdTPa-zESgM
@hutamansyah,2 years ago,music title nya apa tuh.....,0,https://youtube.com/watch?v=YdTPa-zESgM
@arisryzky4762,2 years ago,Cantik apanya... Di bnding mazda 2 ya jauhhhh.... Kwkwkwk,0,https://youtube.com/watch?v=YdTPa-zESgM
@zacron1x,2 years ago,cakap tak payah terann la,0,https://youtube.com/watch?v=YdTPa-zESgM
@NextGenWealth2030,2 years ago,Perfect 🫰🫰🫰🫰,0,https://youtube.com/watch?v=YdTPa-zESgM
@bimonugroho4238,2 years ago,Jadi taksi lg ganih?,0,https://youtube.com/watch?v=YdTPa-zESgM
@diotriwibawa6974,2 years ago,Kl punya uang ttp pilih hyundai walaupun saat ini ms toyota,0,https://youtube.com/watch?v=YdTPa-zESgM
@kacamataaidy5697,2 years ago,Makin keren aja ya nyesel gw beli brio,0,https://youtube.com/watch?v=YdTPa-zESgM
@StreetFoodiees,2 years ago,Sudah bukan mobil taksi ☝️😳,0,https://youtube.com/watch?v=YdTPa-zESgM
@wongreceh8017,2 years ago,Mirip mercy,0,https://youtube.com/watch?v=YdTPa-zESgM
@Gunturshodiqi,2 years ago,MG 5 GT masih pemenang yak😄,0,https://youtube.com/watch?v=YdTPa-zESgM
@nookgeaa,2 years ago,Apa skrg bukan taksi,0,https://youtube.com/watch?v=YdTPa-zESgM
@14bqdonk,2 years ago,"Side view sperti Honda Civic, cantik",0,https://youtube.com/watch?v=YdTPa-zESgM
@cahyopujiutomo9316,2 years ago,Radius putarnya masih boros gak ya...kayak vios gen 3. Pe er banget klo mau putar arah,0,https://youtube.com/watch?v=YdTPa-zESgM
@iphonereza5511,2 years ago,MG 5 lebih keren,0,https://youtube.com/watch?v=YdTPa-zESgM
@ugancahyana425,2 years ago,Review zenix q hybrid dong,0,https://youtube.com/watch?v=YdTPa-zESgM
@niekiaser5497,2 years ago,Sayang Maticnya CVT,0,https://youtube.com/watch?v=YdTPa-zESgM
@nicholasoas9282,2 years ago,Mirip2 lexus versi budget,0,https://youtube.com/watch?v=YdTPa-zESgM
@BASSarchitecture,2 years ago,Jauh lebih keren city HB. Ini agak kayak kebapack bapack,0,https://youtube.com/watch?v=YdTPa-zESgM
@Am-un6rv,2 years ago,Gue suka gaya bicara lu bang 👍,0,https://youtube.com/watch?v=YdTPa-zESgM
@ahmadlaibu2739,2 years ago (edited),Kalau ada Vios yg versi Hybrid dan harganya bisa dibawah 400 jt dijamin laris. Pesaing terdekat Vios ini adalah Honda WRV  yg harganya dibawah 300 jt atau HRV 300-an jt,6,https://youtube.com/watch?v=YdTPa-zESgM
@radennn9556,2 years ago,368 mending gua Pilih Sedan MG 5,0,https://youtube.com/watch?v=YdTPa-zESgM
@muchamadmaulana21,2 years ago,Jadi lebih keren macem kya camry,0,https://youtube.com/watch?v=YdTPa-zESgM
@boskasirofficial,2 years ago,"semoga jadi taksi biar harga jual secondnya murah.. kita"" suka vios",0,https://youtube.com/watch?v=YdTPa-zESgM
@AM-ei2dr,2 years ago,Kiblat BMW,0,https://youtube.com/watch?v=YdTPa-zESgM
@ind.p,2 years ago,"desainnya ok banget, udah kelihatan sedan mewah",2,https://youtube.com/watch?v=YdTPa-zESgM
@liaeliatin3620,2 years ago,Bidi yang bikin mahal dan mesin baru saya juga punya toyota soluna 2002 tetap enak jarang pakey seperti di ayun kalow lagi jalan dan jarang pakey,0,https://youtube.com/watch?v=YdTPa-zESgM
@clm7845,2 years ago,Mobil Taksi bisa secanggih ini ?,1,https://youtube.com/watch?v=YdTPa-zESgM
@dencesolihin9186,2 years ago,"Desain Depan nya gado2... ada unsur altis, Camry dan Mark X..",0,https://youtube.com/watch?v=YdTPa-zESgM
@c_okdyalfahesandinova8329,2 years ago (edited),"Gw masih bingung 😕 mau ambil Vios gen 3 Jokers atau gen 4 silahkan komentar buat modif , apa city sedan",0,https://youtube.com/watch?v=YdTPa-zESgM
@janardhanawijaya2279,2 years ago,"Kalo udah kenal carmudi, pasti ga mau liat reviewer lain.. hahah",1,https://youtube.com/watch?v=YdTPa-zESgM
@maatusiwa,2 years ago,ngaco abang nih....masa review vios kok ada daihatsu rocky segala....ngapainnn,0,https://youtube.com/watch?v=YdTPa-zESgM
@spdfazar,2 years ago,bisa speknya lagi rendah dari vios 2020 😅,0,https://youtube.com/watch?v=YdTPa-zESgM
@comelulil11,2 years ago,Much inspired by Mazda at interior . Thank you Carmudi!,4,https://youtube.com/watch?v=YdTPa-zESgM
@prasetyoprasetyo458,2 years ago,"Sekarang taksi di kenal dengan mobil: Avanza, Xenia, Mobilio, BRV, expander, Rush, Terios, calya, Sigra, dsb.
Vios sekarang moga GK pernah lagi jadi taksi, karna konvensional taksi akan tenggelam dari pada taksi online.",0,https://youtube.com/watch?v=YdTPa-zESgM
@mirzafawaid,2 years ago,TPMS dan Wireless charger absen,1,https://youtube.com/watch?v=YdTPa-zESgM
@aqibo,2 years ago,Palisade facelift donk min,0,https://youtube.com/watch?v=YdTPa-zESgM
@bagusgalasadhewa,2 years ago,"Intro videonya keren, respect buat videografer dan editornya",3,https://youtube.com/watch?v=YdTPa-zESgM
@artmosphereID,2 years ago,"klo design gw lebih suka design nya ini sih dibanding city, aksen2 ny sporty bgt",0,https://youtube.com/watch?v=YdTPa-zESgM
@alimalco,2 years ago (edited),Vios sdh identik mobil taxi,1,https://youtube.com/watch?v=YdTPa-zESgM
@adabracadabra2402,2 years ago,Tumben lagunya bukan careless whisper,0,https://youtube.com/watch?v=YdTPa-zESgM
@dayanarung,2 years ago,Penerusnya daihatsu classy,0,https://youtube.com/watch?v=YdTPa-zESgM
@mahlok8210,2 years ago,Toyota adalah pegeluar paling tahan di dunia dan pegeluar paling terbayak di dunia tak hairan lah sagat trbaik..,0,https://youtube.com/watch?v=YdTPa-zESgM
@raiplusr85,2 years ago,Bg kapan bahas honda wrv?,0,https://youtube.com/watch?v=YdTPa-zESgM
@radityaharwidyasto9576,2 years ago,Vios yang dulu aku anggap taxi sekarang jadi setara lux sedan premium luar biasa,1,https://youtube.com/watch?v=YdTPa-zESgM
@anas7412,2 years ago,Lambat betul nak masuk malasysia. Selalu Indonesia sampai dulu,0,https://youtube.com/watch?v=YdTPa-zESgM
@happykidsfunny9143,2 years ago (edited),"Kapan review all new toyota voxy 2022, carmudi terbaik se indonesia review nya",0,https://youtube.com/watch?v=YdTPa-zESgM
@yadiilyas,2 years ago,Veloz versi sedan 🤣🤣,0,https://youtube.com/watch?v=YdTPa-zESgM
@rezaseptianto2073,2 years ago,Lekukan nya manis bgt,0,https://youtube.com/watch?v=YdTPa-zESgM
@muhamadferza7690,2 years ago,"Ya lord 😍. 
Modelnya udah masuk, kemauan udah ada, usaha udah jalan. Tinggal isi dompet yg belom mendukung 😢",11,https://youtube.com/watch?v=YdTPa-zESgM
@WSNJourney,2 years ago,"Ngak ada fog Lamp depan dan belakang......... 😒😒😒, Jepang emang kadang2, Makin canggih sektor lain, Yg existing malah di hilangkan... 😒😒😒",0,https://youtube.com/watch?v=YdTPa-zESgM
@budgetchannel174,2 years ago,Nunggu review WRV dari channel ini.. Yg lain udah pada rame,0,https://youtube.com/watch?v=YdTPa-zESgM
@mhrwryrriy371,2 years ago,Baru sekarang seneng lihat vios .,0,https://youtube.com/watch?v=YdTPa-zESgM
@ahmadiskandar4786,2 years ago,Almaz hibrid mna,0,https://youtube.com/watch?v=YdTPa-zESgM
@suryaramadhan576,2 years ago,Suara kunci pintu yg bisa di ganti toyota skrng cuma veloz facelift terkahir dan vios ini,0,https://youtube.com/watch?v=YdTPa-zESgM
@netijen_62,2 years ago,ini dia 10 hal yg wajib kamu tau tentang honda wrv ..??,0,https://youtube.com/watch?v=YdTPa-zESgM
@grahatrama,2 years ago,"Ayoo review WR-V, om Sano",1,https://youtube.com/watch?v=YdTPa-zESgM
@udinfahrudin8220,2 years ago,Sekilas depanya kayak Toyota calya lama?,0,https://youtube.com/watch?v=YdTPa-zESgM
@muhaliffadel073,2 years ago,om review Xenia r cvt asa 1.5,0,https://youtube.com/watch?v=YdTPa-zESgM
@74ck83,2 years ago,Keren,0,https://youtube.com/watch?v=YdTPa-zESgM
@alijk9676,2 years ago,Upload honda wrv,0,https://youtube.com/watch?v=YdTPa-zESgM
@RIVEROSALLY,2 years ago,Fix toyota camry low budget sih .... (Bagi gw),0,https://youtube.com/watch?v=YdTPa-zESgM
@muhammadar19,2 years ago,Halo 👋.. tolong review lengkap nya voxy facelift 2022 🙏🙏,0,https://youtube.com/watch?v=YdTPa-zESgM
@nurmadwis,2 years ago,"Min, review toyota harrier doong. Cuma di channel ini yang detail banget infonya",0,https://youtube.com/watch?v=YdTPa-zESgM
@alfarrelrizkiraihan8365,2 years ago,Mas coba review yang e M/T nya dong mas saya tunggu ya,0,https://youtube.com/watch?v=YdTPa-zESgM
@realitycheckforreal,2 years ago (edited),Bumper dpn jelek,0,https://youtube.com/watch?v=YdTPa-zESgM
@primapetroza4960,2 years ago,Keren banget niy toyota vios baru....bener2 ga keliatan kaya low sedan...mdh2an bs SPK niy buat beli toyota Vios 🙏,0,https://youtube.com/watch?v=YdTPa-zESgM
@suswanto80,2 years ago,REVIEWER TER AMANJING🤣🤣🤣,0,https://youtube.com/watch?v=YdTPa-zESgM
@Peter-jj6ln,2 years ago,"Segera jadi taxi lg ini, coming soon less than 6 months😅",0,https://youtube.com/watch?v=YdTPa-zESgM
