username,waktu,teks_komentar,jumlah_likes,sumber_video,komentar_bersih
@AD-wx2ou,2 years ago,ini kuat nanjak ga ya? takutnya kaya veloz yang ga kuat nanjak,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ini kuat nanjak ga ya? takutnya kaya veloz yang ga kuat nanjak
@DennyBaimKhayla,2 years ago,Ketika salipan sama fortuner di malam hari apa gak silau pengemudinya nih?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ketika salipan sama fortuner di malam hari apa gak silau pengemudinya nih?
@ferdysela4696,2 years ago,Berharap yang refiew nya om fitra eri.,0,https://youtube.com/watch?v=qWbTS6lwOnQ,berharap yang refiew nya om fitra eri.
@bhotelfauzifauzi243,2 years ago,"Keren design nya bismillahirrahmanirrahim Allahummasholli ala sayyidina Muhammad, semoga bisa beli mobil tahun ini 🤲",6,https://youtube.com/watch?v=qWbTS6lwOnQ,"keren design nya bismillahirrahmanirrahim allahummasholli ala sayyidina muhammad, semoga bisa beli mobil tahun ini 🤲"
@mrtopspeed188,2 years ago,CM NGOMONG BHS INDO BKN ARAB KOQ MASIH MIKIR E..E..LEMOT 🤣🙈,0,https://youtube.com/watch?v=qWbTS6lwOnQ,cm ngomong bhs indo bkn arab koq masih mikir e..e..lemot 🤣🙈
@mumar0731,2 years ago,"Reviewer nya kurang enak, kaya kurang percaya diri. Intonasi suaranya masih keliatan orang gugup jadi penyampaiannya kurang enak didenger padahal mobil nya keren",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"reviewer nya kurang enak, kaya kurang percaya diri. intonasi suaranya masih keliatan orang gugup jadi penyampaiannya kurang enak didenger padahal mobil nya keren"
@Rizkywijaa,2 years ago,dari tampilan samping lebih bagus ini dari Altis 2021,1,https://youtube.com/watch?v=qWbTS6lwOnQ,dari tampilan samping lebih bagus ini dari altis 2021
@elgarage123,2 years ago,Pilih all new vios atau honda city sedan ya om?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,pilih all new vios atau honda city sedan ya om?
@SHN0o1,2 years ago,Konsumsi bbm brp y,0,https://youtube.com/watch?v=qWbTS6lwOnQ,konsumsi bbm brp y
@wahyunurochim6918,2 years ago,"Aduuhh, kukunya....",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"aduuhh, kukunya...."
@ar_besar,2 years ago,Lebih elegant lebih sporti asli ini lebih keren. Terlihat mahal gak kaya yg dulu,1,https://youtube.com/watch?v=qWbTS6lwOnQ,lebih elegant lebih sporti asli ini lebih keren. terlihat mahal gak kaya yg dulu
@ramadhan0712,2 years ago,Velg bmw 3 series 👍,0,https://youtube.com/watch?v=qWbTS6lwOnQ,velg bmw 3 series 👍
@yantopriyanto72,2 years ago,ga nyangka vios seganteng ini,5,https://youtube.com/watch?v=qWbTS6lwOnQ,ga nyangka vios seganteng ini
@dongankombur4050,2 years ago,Konsumsi bahan bakarnya GK di bahas,0,https://youtube.com/watch?v=qWbTS6lwOnQ,konsumsi bahan bakarnya gk di bahas
@fahdilansyahkurniawan,2 years ago,"Asiiiiik, taksi indo makin keren tampang nya. thx Blue bird🙂",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"asiiiiik, taksi indo makin keren tampang nya. thx blue bird🙂"
@isnuprasetyo9107,2 years ago,Terdepan emang..bung fitra mana bung fitra,0,https://youtube.com/watch?v=qWbTS6lwOnQ,terdepan emang..bung fitra mana bung fitra
@muhyidin2,2 years ago,Mirip adiknya di Toyota Camry,0,https://youtube.com/watch?v=qWbTS6lwOnQ,mirip adiknya di toyota camry
@dic5822,2 years ago,Dibuat mirip rival nya MG5GT kelihatan sporty,0,https://youtube.com/watch?v=qWbTS6lwOnQ,dibuat mirip rival nya mg5gt kelihatan sporty
@adrianho1234,2 years ago,BBM nya tembus brp ya ?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,bbm nya tembus brp ya ?
@sanjoyopurnomo6096,2 years ago,haahahh saking gantengnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ,haahahh saking gantengnya
@gustami9761,2 years ago,Pajero aj bnk,0,https://youtube.com/watch?v=qWbTS6lwOnQ,pajero aj bnk
@sanjoyopurnomo6096,2 years ago,lohhhh semua mobil kuat nanjak kali broo,0,https://youtube.com/watch?v=qWbTS6lwOnQ,lohhhh semua mobil kuat nanjak kali broo
@USSR990,1 year ago,??????,0,https://youtube.com/watch?v=qWbTS6lwOnQ,??????
@denn8559,2 years ago,"vios lah lebih keren, ban lebih gede",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"vios lah lebih keren, ban lebih gede"
@idfarrr,2 years ago,"kalo ngejer fitur sama elegan ya vios, kalo ngejer performa sama lega2an tempat duduk dan bagasi city",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"kalo ngejer fitur sama elegan ya vios, kalo ngejer performa sama lega2an tempat duduk dan bagasi city"
@sanjoyopurnomo6096,2 years ago,irit bro harusnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ,irit bro harusnya
@SHN0o1,2 years ago," @sanjoyopurnomo6096  mesinnya masih samakan,paling 1:10-11",0,https://youtube.com/watch?v=qWbTS6lwOnQ," @sanjoyopurnomo6096  mesinnya masih samakan,paling 1:10-11"
@iqbalwahyudi3934,2 years ago,"sudah bukan terlihat mahal doang bang, tpi emang mahal 369 jt 😂😂 *bagi saya setidaknya wkwk",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"sudah bukan terlihat mahal doang bang, tpi emang mahal 369 jt 😂😂 *bagi saya setidaknya wkwk"
@ar_besar,2 years ago," @iqbalwahyudi3934  bener juga ya ini sudah diatas 350 🤣 .. ini city kalah kayaknya , ini lebih menuju ke civic yg skrng 🤣🤣🤣",0,https://youtube.com/watch?v=qWbTS6lwOnQ," @iqbalwahyudi3934  bener juga ya ini sudah diatas 350 🤣 .. ini city kalah kayaknya , ini lebih menuju ke civic yg skrng 🤣🤣🤣"
@diansetyanto2653,2 years ago,taksi ngga pakai ini om pakainya sekarang transmover,0,https://youtube.com/watch?v=qWbTS6lwOnQ,taksi ngga pakai ini om pakainya sekarang transmover
@sanjoyopurnomo6096,2 years ago,lebih ke abangnya dong hahaaah,0,https://youtube.com/watch?v=qWbTS6lwOnQ,lebih ke abangnya dong hahaaah
@ryfanjushua5783,2 years ago,Harusnya untuk daihatsu charmant,0,https://youtube.com/watch?v=qWbTS6lwOnQ,harusnya untuk daihatsu charmant
@Rezamuhammad,2 years ago,Gnteng poll,0,https://youtube.com/watch?v=qWbTS6lwOnQ,gnteng poll
@mr.edchannel75,2 years ago,Versi hybrid atau ev ada ngga om? Mobil bensin udah jadul sekarang...!!😂,1,https://youtube.com/watch?v=qWbTS6lwOnQ,versi hybrid atau ev ada ngga om? mobil bensin udah jadul sekarang...!!😂
@basoamir3336,2 years ago,Kerren,1,https://youtube.com/watch?v=qWbTS6lwOnQ,kerren
@Lito1601,2 years ago,Nah 👏,0,https://youtube.com/watch?v=qWbTS6lwOnQ,nah 👏
@iriantowenas8035,2 years ago,"Di awal description tertulis .... Toyota Voxy🙄🤔, sepertinya copas tp blm diganti 😂😂",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"di awal description tertulis .... toyota voxy🙄🤔, sepertinya copas tp blm diganti 😂😂"
@edwinhadisaputro6331,2 years ago (edited),Makin curiga mulai dari toyota crown 2022 yg siluete nya mirip banget sama accord.. sekarang vios yg kembar tapi beda siluete bodynya mirip sama city sedan.. ya walaupun dari garis body dan bentuk bodynya emang beda tapi secara dimensi mreka hampir sama  .. cuma beda panjang 10 cm . Ada apa dengan toyota? Apakah mreka pakai RND dari honda untuk varian sedan 4 pintunya?? Cuma camry doang yg secara desain masih toyota banget... Hehe apa cuma saya aja ya yg terlalu curiga,0,https://youtube.com/watch?v=qWbTS6lwOnQ,makin curiga mulai dari toyota crown 2022 yg siluete nya mirip banget sama accord.. sekarang vios yg kembar tapi beda siluete bodynya mirip sama city sedan.. ya walaupun dari garis body dan bentuk bodynya emang beda tapi secara dimensi mreka hampir sama  .. cuma beda panjang 10 cm . ada apa dengan toyota? apakah mreka pakai rnd dari honda untuk varian sedan 4 pintunya?? cuma camry doang yg secara desain masih toyota banget... hehe apa cuma saya aja ya yg terlalu curiga
@THEBATMAN7788,2 years ago,Seperti avalon tapi versi bocilnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ,seperti avalon tapi versi bocilnya
@ihsanalibasyaiban,2 years ago,kok agak nyesel ya ambil mazda 2 sedan begitu liat ini,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kok agak nyesel ya ambil mazda 2 sedan begitu liat ini
@serge2nd,2 years ago,kukunya gak mau dipotong bang?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kukunya gak mau dipotong bang?
@imamfals4180,2 years ago,"Bagus keren sporty moderen disegnya udah mulai ke bmw
Pencinta sedan mana nih",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"bagus keren sporty moderen disegnya udah mulai ke bmw
pencinta sedan mana nih"
@anggia.2573,2 years ago,"Toyota Vios ❎
Daihatsu Charade ☑️",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"toyota vios ❎
daihatsu charade ☑️"
@rahmatmaulana4778,2 years ago,"Wahhh seru nih siapa yang setuju next video dibuat video komper antara Honda city sedan , Mazda2 sedan dan Toyota Vios terbaru ini  silahkan tinggalkan jempol keatas kawan",25,https://youtube.com/watch?v=qWbTS6lwOnQ,"wahhh seru nih siapa yang setuju next video dibuat video komper antara honda city sedan , mazda2 sedan dan toyota vios terbaru ini  silahkan tinggalkan jempol keatas kawan"
@muhammadharits2593,2 years ago,Klo Veloz itu TNGA atau dnga ??,2,https://youtube.com/watch?v=qWbTS6lwOnQ,klo veloz itu tnga atau dnga ??
@muhammadharits2593,2 years ago,Mesin gak berubah tenaganya 😂😂,1,https://youtube.com/watch?v=qWbTS6lwOnQ,mesin gak berubah tenaganya 😂😂
@muhammadharits2593,2 years ago,Vios aja dikasih adaptive CC ....kok Veloz malah gak dikasih 😂😂😂,7,https://youtube.com/watch?v=qWbTS6lwOnQ,vios aja dikasih adaptive cc ....kok veloz malah gak dikasih 😂😂😂
@akhdamamjadi8437,2 years ago,"dari awal sampe akhir./reviewer selalu ada """"eeu euu euu""",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"dari awal sampe akhir./reviewer selalu ada """"eeu euu euu"""
@basoboom9001,2 years ago,baguuszz,0,https://youtube.com/watch?v=qWbTS6lwOnQ,baguuszz
@KickOffShortsid,2 years ago,"Next nya jadi taksi, pasti blue bird group melirik Vios ini. 😂",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"next nya jadi taksi, pasti blue bird group melirik vios ini. 😂"
@ubayatachi8055,2 years ago,kuku anda mengalihkan pandangan saiya hahahaa😆✌,1,https://youtube.com/watch?v=qWbTS6lwOnQ,kuku anda mengalihkan pandangan saiya hahahaa😆✌
@sanjoyopurnomo6096,2 years ago,bener,0,https://youtube.com/watch?v=qWbTS6lwOnQ,bener
@lucky889s9,2 years ago,"Mending mazda 2 jauhlah NVH juga. Built quality sama material juga jauh. Ini masih murahan interiornya, fitur juga ngepas abis khas astra yang belum tobat juga",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"mending mazda 2 jauhlah nvh juga. built quality sama material juga jauh. ini masih murahan interiornya, fitur juga ngepas abis khas astra yang belum tobat juga"
@sanjoyopurnomo6096,2 years ago,hahahaha kenapa emang bro?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,hahahaha kenapa emang bro?
@sanjoyopurnomo6096,2 years ago,hahahahhaa,0,https://youtube.com/watch?v=qWbTS6lwOnQ,hahahahhaa
@jefridwiantoro6144,2 years ago,Jangan lupa MG 5 GT,0,https://youtube.com/watch?v=qWbTS6lwOnQ,jangan lupa mg 5 gt
@artisto0,2 years ago,DNGA,1,https://youtube.com/watch?v=qWbTS6lwOnQ,dnga
@lucky889s9,2 years ago,Mesin daihatsu juga... Sama kayak avxenvel,1,https://youtube.com/watch?v=qWbTS6lwOnQ,mesin daihatsu juga... sama kayak avxenvel
@sanjoyopurnomo6096,2 years ago,mobil untuk yg cari irit,0,https://youtube.com/watch?v=qWbTS6lwOnQ,mobil untuk yg cari irit
@Jason-hr3lx,2 years ago,makin mahal ntar,1,https://youtube.com/watch?v=qWbTS6lwOnQ,makin mahal ntar
@inahsupinag347,2 years ago,emang gitu teknik marketing nya bambang..,1,https://youtube.com/watch?v=qWbTS6lwOnQ,emang gitu teknik marketing nya bambang..
@lucky889s9,2 years ago,Nanti gak laku. Raize aja ada ACC kok,1,https://youtube.com/watch?v=qWbTS6lwOnQ,nanti gak laku. raize aja ada acc kok
@rickykurniawann,2 years ago,kelasnya tinggian vios woy,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kelasnya tinggian vios woy
@ataraxiavlog3112,2 years ago,"lbh ke mobilio sama avanza bang skrng
udaj gak ada vios jadi limi skrng",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"lbh ke mobilio sama avanza bang skrng
udaj gak ada vios jadi limi skrng"
@lelapuspitasari9098,2 years ago,hal pertama jika gua jadi beli ni mobil adalah mencopot tulisan VIOS ganti tulisan corola altis,1,https://youtube.com/watch?v=qWbTS6lwOnQ,hal pertama jika gua jadi beli ni mobil adalah mencopot tulisan vios ganti tulisan corola altis
@Vrgyn,2 years ago,Kukunya 🤮,1,https://youtube.com/watch?v=qWbTS6lwOnQ,kukunya 🤮
@irfannasrudi,2 years ago (edited),velg nya mirip kyk velg all new Avanza type G (2022),7,https://youtube.com/watch?v=qWbTS6lwOnQ,velg nya mirip kyk velg all new avanza type g (2022)
@arichandra5310,2 years ago,Muka mobilnya kaya sketsa anak SMP 🤭,0,https://youtube.com/watch?v=qWbTS6lwOnQ,muka mobilnya kaya sketsa anak smp 🤭
@aldichiuofficial1220,2 years ago,Mirip honda city lampu belakang nya,1,https://youtube.com/watch?v=qWbTS6lwOnQ,mirip honda city lampu belakang nya
@azrialtomas2143,2 years ago (edited),ini lebih sporty si cocok di modif,2,https://youtube.com/watch?v=qWbTS6lwOnQ,ini lebih sporty si cocok di modif
@aznmvw,2 years ago,diorang guna sebiji engine myvi,0,https://youtube.com/watch?v=qWbTS6lwOnQ,diorang guna sebiji engine myvi
@donipriatna3215,2 years ago,"Model samping ada pilar D, mirip Crown Royal Saloon menteri.",2,https://youtube.com/watch?v=qWbTS6lwOnQ,"model samping ada pilar d, mirip crown royal saloon menteri."
@d-artdesign522,2 years ago,jadu coupe2an,0,https://youtube.com/watch?v=qWbTS6lwOnQ,jadu coupe2an
@jaydenholic8829,2 years ago,Pilar c mirip lexus es,1,https://youtube.com/watch?v=qWbTS6lwOnQ,pilar c mirip lexus es
@zulfahmi7529,2 years ago,"siap nunggu ek taksi nti
soal nyan kren ni mobil. . .",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"siap nunggu ek taksi nti
soal nyan kren ni mobil. . ."
@FreddyGunawan,2 years ago,Kapan jepang tobat? 🤣,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kapan jepang tobat? 🤣
@PEWIZZ_,2 years ago,"mas udah bagus reviewnya tapi kukunya dipotong napa mas, saya potongin apa.. wkwk",3,https://youtube.com/watch?v=qWbTS6lwOnQ,"mas udah bagus reviewnya tapi kukunya dipotong napa mas, saya potongin apa.. wkwk"
@axeliadiandra177,2 years ago,Mirip amat sama corolla 🧐,4,https://youtube.com/watch?v=qWbTS6lwOnQ,mirip amat sama corolla 🧐
@alghifari117,2 years ago,Baru kali ini naksir sma limo,0,https://youtube.com/watch?v=qWbTS6lwOnQ,baru kali ini naksir sma limo
@Yeftalionheart,2 years ago,Ada low speed follow gak yakh mobilnya?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ada low speed follow gak yakh mobilnya?
@erviansmg,2 years ago,Kyknya per taxi an juga akan ragu kalau ambil. Makanya ga ada versi taxi,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kyknya per taxi an juga akan ragu kalau ambil. makanya ga ada versi taxi
@takoseed,2 years ago,duh velg nya cakep kalo dipasangin ke Rocky saya 😍,7,https://youtube.com/watch?v=qWbTS6lwOnQ,duh velg nya cakep kalo dipasangin ke rocky saya 😍
@dayanarung,2 years ago,Inilah daihatsu classy yang sebenarnya,2,https://youtube.com/watch?v=qWbTS6lwOnQ,inilah daihatsu classy yang sebenarnya
@zeptazefanya7743,2 years ago,Lampu belakang mirip honda city sedan. Lampu depan campuran toyota camry sama corolla,1,https://youtube.com/watch?v=qWbTS6lwOnQ,lampu belakang mirip honda city sedan. lampu depan campuran toyota camry sama corolla
@anggia.2573,2 years ago,lebih cocok ganti jd tulisan 'Sirion',0,https://youtube.com/watch?v=qWbTS6lwOnQ,lebih cocok ganti jd tulisan 'sirion'
@lelapuspitasari9098,2 years ago, @anggia.2573  sirik on,0,https://youtube.com/watch?v=qWbTS6lwOnQ, @anggia.2573  sirik on
@anggia.2573,2 years ago, @lelapuspitasari9098  kok sirik? ini kan emang Daihatsu.. 😛,0,https://youtube.com/watch?v=qWbTS6lwOnQ, @lelapuspitasari9098  kok sirik? ini kan emang daihatsu.. 😛
@sanjoyopurnomo6096,2 years ago,"hahahahaha, klo gak ganti bmw aja bro",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"hahahahaha, klo gak ganti bmw aja bro"
@sanjoyopurnomo6096,2 years ago,beda sih broooo,0,https://youtube.com/watch?v=qWbTS6lwOnQ,beda sih broooo
@SetirKanan,9 months ago (edited),"Mobil bekas harga cerdas, bayar 2x angsuran bawa pulang mobil, cicilan mulai Rp 70ribuan perhari, & DP 0% loh. Yuk klik link ini ya: https://bit.ly/47LnZKX",0,https://youtube.com/watch?v=FhNVPXJW_g8,"mobil bekas harga cerdas, bayar 2x angsuran bawa pulang mobil, cicilan mulai rp 70ribuan perhari, & dp 0% loh. yuk klik link ini ya: https://bit.ly/47lnzkx"
@bulz8598,2 years ago,Nda pakai padelsif ya,0,https://youtube.com/watch?v=FhNVPXJW_g8,nda pakai padelsif ya
@bulz8598,2 years ago,Nda pakai padelsif ya,0,https://youtube.com/watch?v=FhNVPXJW_g8,nda pakai padelsif ya
@Yeftalionheart,3 years ago,"Yg penting masukin adaptive cruise control n low speed follow serta electric park brake.

Sisanya sdh ok",0,https://youtube.com/watch?v=FhNVPXJW_g8,"yg penting masukin adaptive cruise control n low speed follow serta electric park brake.

sisanya sdh ok"
@KazVivid,3 years ago,Depannya jelek banget anjir,0,https://youtube.com/watch?v=FhNVPXJW_g8,depannya jelek banget anjir
@gimanamii,3 years ago,Keluar di indo kapan ya kira kira?,0,https://youtube.com/watch?v=FhNVPXJW_g8,keluar di indo kapan ya kira kira?
@iputuwirgayana5550,3 years ago,Desain yg membosankan.,0,https://youtube.com/watch?v=FhNVPXJW_g8,desain yg membosankan.
@ThomasDGthomasdg,3 years ago,Cuma aku atau yg lain juga ya?? Kalau di liat sekilas depan nya kayak audi,0,https://youtube.com/watch?v=FhNVPXJW_g8,cuma aku atau yg lain juga ya?? kalau di liat sekilas depan nya kayak audi
@muhammadfaishalputrawardan6833,3 years ago,Wahh keren vios yang terbaru nih! Jdi lebih modern dibanding yg sebelumnya!,0,https://youtube.com/watch?v=FhNVPXJW_g8,wahh keren vios yang terbaru nih! jdi lebih modern dibanding yg sebelumnya!
@geigarasendriya3513,3 years ago,"damn.. keren bgt vios 2022, sporty parah gakuat euy",0,https://youtube.com/watch?v=FhNVPXJW_g8,"damn.. keren bgt vios 2022, sporty parah gakuat euy"
@bryanferdinandlie9371,3 years ago,"Keren banget viosnya, auto ke dealer hehe",0,https://youtube.com/watch?v=FhNVPXJW_g8,"keren banget viosnya, auto ke dealer hehe"
@monikavira702,3 years ago,Kece banget sih warna merahnya jadi pingin beli🥹,0,https://youtube.com/watch?v=FhNVPXJW_g8,kece banget sih warna merahnya jadi pingin beli🥹
@cheptiaamany4205,3 years ago,Wadawww makin keren aja inovasi nyaaa!,0,https://youtube.com/watch?v=FhNVPXJW_g8,wadawww makin keren aja inovasi nyaaa!
@liananathania7285,3 years ago,Makin keren nih vios 2023 ! Desainnya cocok banget buat anak muda,0,https://youtube.com/watch?v=FhNVPXJW_g8,makin keren nih vios 2023 ! desainnya cocok banget buat anak muda
@stefaniavalentinasupit4745,3 years ago,mantepppp bgt niii  viossss 🫶,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantepppp bgt niii  viossss 🫶
@madekhrisnadarmaputra1273,3 years ago,"Keren nih, berapa otrnya yaa",0,https://youtube.com/watch?v=FhNVPXJW_g8,"keren nih, berapa otrnya yaa"
@marsellarolikafitrianasitu3581,3 years ago,Mantap nih,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantap nih
@anandaputramuluk9534,3 years ago,"Wih bagus ya vios yang baru keliatan mewah banget designnya, cocok buat keluarga atau buat anak muda juga",0,https://youtube.com/watch?v=FhNVPXJW_g8,"wih bagus ya vios yang baru keliatan mewah banget designnya, cocok buat keluarga atau buat anak muda juga"
@brigitasaliana705,3 years ago,"Wahh emangg kerenn bangett vios kali ini, langsungg upgraded banget dari segi design, fiturr, engine pokoknya juara🤩🤩",0,https://youtube.com/watch?v=FhNVPXJW_g8,"wahh emangg kerenn bangett vios kali ini, langsungg upgraded banget dari segi design, fiturr, engine pokoknya juara🤩🤩"
@andikagiovanni3186,3 years ago,Kerennn,0,https://youtube.com/watch?v=FhNVPXJW_g8,kerennn
@SetirKanan,3 years ago,Ditunggu terus update an dari Toyota nya ya Sobat Setir 😉,0,https://youtube.com/watch?v=FhNVPXJW_g8,ditunggu terus update an dari toyota nya ya sobat setir 😉
@SetirKanan,3 years ago,Belum release ya Sobat Setir hehe,0,https://youtube.com/watch?v=FhNVPXJW_g8,belum release ya sobat setir hehe
@SetirKanan,3 years ago,Mantap dong hehehe😊,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantap dong hehehe😊
@SetirKanan,3 years ago,Pastinya keren dong😎,0,https://youtube.com/watch?v=FhNVPXJW_g8,pastinya keren dong😎
@naomipanggabean8446,3 years ago,Keren!,0,https://youtube.com/watch?v=FhNVPXJW_g8,keren!
@gresyaloffiant5354,3 years ago,Viossss 😍😍😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,viossss 😍😍😍
@valeriashania4487,3 years ago,desainnya jauh lebih modern dripada generasi sebelumnya😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,desainnya jauh lebih modern dripada generasi sebelumnya😍
@deninsyahtiyabella2951,3 years ago,desainnya kereen😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,desainnya kereen😍
@ajangsetiopratama3629,3 years ago,Kece bet sih design nya,0,https://youtube.com/watch?v=FhNVPXJW_g8,kece bet sih design nya
@nadira6117,3 years ago,Keren banget ni vios langsung naksir dr pandangan pertama🫶🏻,0,https://youtube.com/watch?v=FhNVPXJW_g8,keren banget ni vios langsung naksir dr pandangan pertama🫶🏻
@putrikristiana9525,3 years ago,Wah interior Vios makin keren 🥰,0,https://youtube.com/watch?v=FhNVPXJW_g8,wah interior vios makin keren 🥰
@bimodwinur841,3 years ago,Kok jadi pengen beli ya🤩,0,https://youtube.com/watch?v=FhNVPXJW_g8,kok jadi pengen beli ya🤩
@atindria,3 years ago,mantab abis,0,https://youtube.com/watch?v=FhNVPXJW_g8,mantab abis
@zahranabila2468,3 years ago,designnyaa😍,0,https://youtube.com/watch?v=FhNVPXJW_g8,designnyaa😍
@devinanathaniakristi2610,3 years ago,interiornya lengkap dan elegan bgt👍🏻,0,https://youtube.com/watch?v=FhNVPXJW_g8,interiornya lengkap dan elegan bgt👍🏻
@RiakiYT,3 years ago,"Designnya futuristik bgtt, kerennn 🔥",0,https://youtube.com/watch?v=FhNVPXJW_g8,"designnya futuristik bgtt, kerennn 🔥"
@agathafebry2929,3 years ago,Warnanya makin menarik!! Ditambah designnya yg futuristik buat makin okee 🙌🏻,0,https://youtube.com/watch?v=FhNVPXJW_g8,warnanya makin menarik!! ditambah designnya yg futuristik buat makin okee 🙌🏻
@yosephgamaliel,3 years ago,Design yg semakin futuristik dengan warna yang semakin menarik! Kerenn 👌,0,https://youtube.com/watch?v=FhNVPXJW_g8,design yg semakin futuristik dengan warna yang semakin menarik! kerenn 👌
@kennydira5049,3 years ago,"wah exterior vios yang baru oke banget sih, persaingan sama yg lain pasti makin ketat nih 🔥",0,https://youtube.com/watch?v=FhNVPXJW_g8,"wah exterior vios yang baru oke banget sih, persaingan sama yg lain pasti makin ketat nih 🔥"
@eldotriafadjri9985,3 years ago,desain nya vios yang sekarang kece abisssss  terus cantik pula model nya,0,https://youtube.com/watch?v=FhNVPXJW_g8,desain nya vios yang sekarang kece abisssss  terus cantik pula model nya
@nurkholishasan8024,3 years ago,"Desain vios makin keren aja dari seri sebelum nya, nambah berkelas tampilannya",0,https://youtube.com/watch?v=FhNVPXJW_g8,"desain vios makin keren aja dari seri sebelum nya, nambah berkelas tampilannya"
@yemimasurbakti4789,3 years ago,"desain nya makin keren dan modern aja nih vios, interiornya juga gak kalah menarik.",0,https://youtube.com/watch?v=FhNVPXJW_g8,"desain nya makin keren dan modern aja nih vios, interiornya juga gak kalah menarik."
@mochamadjeihansyach6320,3 years ago,"Wahh akhirnya ada vios baru, jadi inget mobil keluarga dulu. Makin keren aja vios",0,https://youtube.com/watch?v=FhNVPXJW_g8,"wahh akhirnya ada vios baru, jadi inget mobil keluarga dulu. makin keren aja vios"
@muhilham2200,3 years ago,"Terlihat sporty dan elegan nih, interiornya terlihat mewah, kren sih terobosan terbarunya",0,https://youtube.com/watch?v=FhNVPXJW_g8,"terlihat sporty dan elegan nih, interiornya terlihat mewah, kren sih terobosan terbarunya"
@SetirKanan,3 years ago,Memang keren banget nih Vios 🤩,0,https://youtube.com/watch?v=FhNVPXJW_g8,memang keren banget nih vios 🤩
@SetirKanan,3 years ago,"Bener, Vios kalo ini di design sangat modern dibanding kan sebelumnya 😊",0,https://youtube.com/watch?v=FhNVPXJW_g8,"bener, vios kalo ini di design sangat modern dibanding kan sebelumnya 😊"
@SetirKanan,3 years ago,Yes emang design vios ini keren banget😊,0,https://youtube.com/watch?v=FhNVPXJW_g8,yes emang design vios ini keren banget😊
@SetirKanan,3 years ago,Parahh🔥🔥,0,https://youtube.com/watch?v=FhNVPXJW_g8,parahh🔥🔥
@SetirKanan,3 years ago,"Nah iyaa Sobat Setir, warna jadi salah satu faktor ini mobil makin keren🤩",0,https://youtube.com/watch?v=FhNVPXJW_g8,"nah iyaa sobat setir, warna jadi salah satu faktor ini mobil makin keren🤩"
@SetirKanan,3 years ago,Memang Design Toyota Vios futuristik banget sih jujur🤩,0,https://youtube.com/watch?v=FhNVPXJW_g8,memang design toyota vios futuristik banget sih jujur🤩
@SetirKanan,3 years ago,"Nah bener, bikin pesaing jadi ketar ketir ngga nih?🔥🤫",0,https://youtube.com/watch?v=FhNVPXJW_g8,"nah bener, bikin pesaing jadi ketar ketir ngga nih?🔥🤫"
@SetirKanan,3 years ago,Setujuu!! Memang vios makin kesini makin bekelas 🔥,0,https://youtube.com/watch?v=FhNVPXJW_g8,setujuu!! memang vios makin kesini makin bekelas 🔥
@SetirKanan,3 years ago,Bener banget😊 sangat modern dan menarik😎,0,https://youtube.com/watch?v=FhNVPXJW_g8,bener banget😊 sangat modern dan menarik😎
@irenesendi5183,3 years ago,Keren banget vios 2023 sport futuristik dan elegan abissss!!!!!✨,0,https://youtube.com/watch?v=FhNVPXJW_g8,keren banget vios 2023 sport futuristik dan elegan abissss!!!!!✨
@madelistyaindriani7868,3 years ago,Signifikan banget perubahan vios baru sama yang lama! Jadi gasabar beli🥴,0,https://youtube.com/watch?v=FhNVPXJW_g8,signifikan banget perubahan vios baru sama yang lama! jadi gasabar beli🥴
